Sentences	label
可是聯繫如同一家兄弟	0
我睇過一個電視節目通篇介紹寶劍嘅製造	4
明媚嘅日子遇見你係好幸福嘅事情我成日咁想	0
愛一個人或者就係咁在不知不覺中迷失自我	1
為此今年新年法國警方共派出35萬名員警維持治安	4
慣咗一個人仰望天空	0
數一數竟然有結婚5年一路走來唔容易呀有歡笑有淚水有幸福嘅小日子也有普通家庭嘅矛盾同嘈據最近數據顯示婚姻嘅七年之氧有提前到三年睇嚟我有順利嘅度過婚姻中嘅第一坎	0
企喺十八層嘅地面我嗅不到一絲泥土嘅芳香	1
夢中我好似忽然醒過來外婆唔系有去天堂咩	2
唔通我嘅眼淚就咁嘅唔值錢	3
真係好無奈	1
天氣漸漸有了涼意呵呵 呢個夏天終於要熬過去了唔知自己而家要慶祝還是歡呼	0
佢都喺深圳工作	2
1月19日網友曝光組翻拍自某酒店嘅圖圖反映嘅係數張疑似某市國土資源局進行公款吃喝嘅埋單	4
另一層動機無非係廣而告之威懾之餘萬一不慎誤洗了錢都可以減輕自己嘅責任	3
與此同時郭敬明在採訪中表示140萬美金嘅收入與其實際收入相差無多	4
一個聲音說那要怎麼辦	3
原來媽咪同爸爸早就說好咗嘅只係一直冇話畀我哋就係想畀我哋一個大嘅驚喜呢	0
或者有的人一生嘅使命只係一個默默嘅行走或者只係一個淡淡的微笑唔理係點樣嘅使命都係係嗰個天賦與你價值嘅彰顯你應當滿足	0
時光過去嘅並不快偶然我會聽到她的丈夫抑或未婚夫每日去嗰個軍隊醫院去睇佢	4
當鞏漢林用一如既往的尖銳聲音發出這樣的指責我不由得笑噴鞏漢林演了那麼多年小品沒有一句台詞有這句話幽默	3
街燈有節奏地亮起來黑夜隨之消失喺綿延嘅光束度	4
呢兩日杭州咗嚟朋友我陪大家一齊去京都行到一處庭院嘅附近忽然發現牆腳下蠕動了一條蛇	2
個仔走進屋門嘅一剎那我的眼潮濕了	0
燃燒啲最後一支吧該忘記嘅無法避免該放手嘅終須留不住	1
算得上係我哋村第二台電視機	0
是的我系單身一個人嘅情人節冇鮮花	1
四年嘅生活好多嘅日子偶們一起行過 好多嘅時間偶們一起度過	0
但是有一日如果我返嚟我知你仲會象以前一樣喺原地	4
收到一封信	4
而家係研究生過三年本科過四年評中級	4
我系媽咪哦	0
想想鼻子就又酸了	1
我做咗份兼職工作	4
　　34歲嘅巴格達菜販穆哈阿希夫有為咗呢場奧運會等四年距話伊拉克人失去咗一個獲得團結和快樂嘅機會	1
一個標誌也就昰全世界啲人嘅認同符號	4
20多年前啱啱到日本嘅時候住喺鄉下最先看到行走嘅日本人係一位老太太我發現她的手指頭好粗胳膊上嘅筋絡十分明顯猶如老樹嘅槃根一樣	2
幾日前我為我哋呢度嘅中文學校發招生廣告時我同美國報紙嘅廣告部門打過交道	4
念著彼此嘅幸福唔可以阻	1
我憎男人話愛只動嘴唔鬱錢	3
得知一個好朋友琴日喜得千金	0
好多人話我係一個感情嘅動物並不昰話大家都冇感情 之所以話我係感情嘅動物係因為我對感情過於嘅執著了所以我都係食咗唔少人情上嘅虧太信任人	1
以前會好奇點解媽咪提到嘅年少時嘅密友好少見佢來往呢	2
於是隨口說一啲都唔象啊	2
商家好大系土地開發商圍繞車站嘅周邊建造酒店大型影院與相關嘅餐飲商廈	4
一個二十幾萬嘅屋成交價比列出價少五萬噉嘅劈價仲係好成功嘅	0
為此卻令孫兒不待見簡直是連道理都沒有真是天下人都替她委屈	3
　　昨日朋友相邀小搓一頓	0
也許有的仲有良心知道回頭 如果遇到狠心嘅呢	3
我的心情就一下子壞了起來挺埋怨地對她說你放哪了不知道麼	3
好的有的夜總會就可以提供	4
加錯就係加錯了能有咩關係	3
我一直住海邊呢啲年從未遇見咁稀奇嘅嘢	2
今日係星期日足球場上有業餘賽事琴日係中國人比賽今日外國人借用	4
她問我 你係話嗰個剖腹自殺嘅少年	1
蒼天呢係點了法	1
唔信呀都係想掐人哋嚇	3
卻發現任手握得再緊都無法留著	1
邊個都冇料到今年最著名嘅抵制事件竟然率先來自演藝圈	2
 此話一出我頓時一驚	2
突然覺得它好可憐喺飄雨嘅街頭喺異鄉嘅路上竟然沒有它的歸宿	1
今天僅8年時間喺火山周圍已看不出人為環境中有咩殘留嘅痕跡火山爆發嘅地方除去高溫下不能生存嘅樹木提示火山離此時此地並不遙遠一切與其它地方冇乜不同	4
夜一夜無眠枕畔淚痕跡傷心人	1
你面都快出汗曬	2
但我發現我仲喺流淚這時我腦子清楚周圍有幾個同事佢哋話叫我老公嚟扶我回	1
美其名曰係轉載可她問過我願意讓自己嘅文字出現喺嗰度呀	3
一打聽路試之前必須通過基本緊嘅筆試就係交通規則考試且每個州系唔同噶於是又去問邊度可以拿到免費嘅Driver Manual	4
是情哥哥吧	3
一問一答間果然對上了號她推開門都唔理我正試衫呢說真是你呀點變化咁大	0
我好少睇天氣預報對北京的天氣漠不關心每日都靠目測嚟判斷天氣一件單衣走四季反正有暖氣	4
越嚟越多嘅係自己嘅思想牽引住自己而唔喺度係個想做而唔敢做嘅小女生唔再咁優柔寡斷一切咁自然順理成章	0
佢真係一窮二白乜嘢都唔會乜都冇接觸過簡直就係我嘅剋星	3
呢幾日天氣好凍躺軟軟緊嘅肚入面你系咪好愜意呢	0
古代詩詞名家寫醉酒少女懷春之類題材的不計其數又何止是一個李清照如果都以此作為評定其道德品性的標準恐怕有很多都要被歸類為道德敗壞之徒	3
上車後發現稀稀拉拉嘅冇幾個人我一個人佔三個人嘅位置	0
不盡相同	4
我的眼淚不知不覺又跑了出來	1
佢哋結婚嘅時候我正好喺老家但係我卻冇收到請柬我傷心好長時間為咗我哋嘅友誼傷心	1
佢哋都係善良嘅人民喺呢場天災度承受咗巨大嘅傷痛	1
博士協會有了會館就如奮鬥闖蕩的遊子有了一個安身的家園	0
佢點了兩根煙遞過來一根兒	4
心中有著說不出的喜悅	0
可見嚟此地嘅中國人唔多	4
由細到大個仔唔知聽咗幾多俺瞎編嘅故仔呢	4
有時發現這些憂鬱的孩子都非常的聰明在生活上卻是個弱者甚是為他們惋惜	1
現時代嘅啲人嘅觀念令人類嘅柔心已經僵化人們已經唔再敢於接受莫名的同情	1
當幾大嘅官住幾大嘅房太雷人	2
之前我一直以為隨著年齡的增長那種青春萌動唔會再出現了	4
我係堅強嘅因為四季係我嘅心情	0
只系一種相遇一種似是而非嘅吸引一種若有若無的曖昧	3
但大多數男人都會選擇喺冇人嘅角落抑或最親近嘅女人面前傷心欲絕地喊一場嘅大部分時間度佢用笑容掩飾著淚水	1
隨著年齡的增長婚姻也開始失去了青春	1
打開車窗長吸一口新鮮空氣肺腑頓時舒暢起來	0
有人思念系幸福嘅想那些被思念嘅人都應該系幸福嘅	0
當一切激情慢慢沉澱情感也隨之下沉	1
這樣說來比馬雲塑像呢件事情做成了反倒開咗風氣之先	0
被我徜徉鎮壓徜徉後乖乖坐在凳子上梳頭	0
就都回家過週末曬	4
眾所周知滷水係製做豆腐嘅主要添加劑	4
我實現咗好細個嗰陣嘅願望	0
一面係各大媒體的相關報道有鼻子有眼另一面係多美滋嬰幼兒食品有限公司關於為政府部門檢測嘅所有多美滋產品批批合格為嘅鄭重申明	4
而家都理解埋蕓蕓眾生點都係生活說到底能夠引起滿足和快樂嘅深度嘅都係自己嘅方式同想法取決於自己制定嘅意義	0
而我倆卻很少在聯繫有時遇到了說話都有些彆扭一樣相反我卻和那女孩子聊天緩緩地聊進心裡	0
如山寨明星就是長得和明星相似卻並不是明星的人現在也獲得了某種商業的價值	0
睇到爸爸佢開心嘅不得了手舞足蹈嘅撲向爸爸要畀佢抱	0
物權法係規定了個人財產受法律保護規定與保護卻有天壤之別	3
本人主要從事工程技術領域嘅基礎研究工作唔係經濟學研究領域嘅學者對經濟學領域發生嘅嗰啲事情都不甚明白對郎咸平教授都唔識以前偶爾睇過幾篇郎先生嘅文都冇幾多印象	4
婚姻分裂嘅過程也就昰手心轉化為手背系統之間嘅更新問題	4
情人節那天嘅飯局係早定好嘅或者主辦嘅人年紀大唔知14日係情人節淨係知係週末可以安排活動	4
可是當我寫完呢句話嘅時候我卻感受不到我自己無名指同我一直喺跳嘅心臟有著怎樣的關聯	4
坐客廳裡緊只見茶几上琳瑯滿目地放著瓜果和食品而同學崔靈堂前嘅供桌上卻只放住個香爐入面都冇香好係冷清	1
講開又講係年年歲歲嘅花相似可不是相同嘅	4
無數個日夜我在孤獨中渡過原本嘅幸福被我推開	1
我的愛就咁完了呵呵現實啊你教識我金錢才是最緊要	1
外婆停下正在繡的縫紉活拿過照片仔細的看然後說從哪裡翻出來的 系我呀	4
這輩子把我投胎成還算徜徉幸福的女人徜徉我已經很知足了管它三七二十一吃素去了	0
不必煩惱是你的想跑也跑不了	0
空氣如果同一個月前比嘅話也好咗好多	0
掙紮著走下床長期不活動的雙腿有些麻木彷佛我僵硬的頭腦與凝固的思緒不敢碰觸不能碰觸	1
佢原本就存在於我嘅內心之中隨著我的出生而生隨著我嘅成長而強	4
當我氣夠了坐在那裡無濟於事的時候你突然轉過身來對著我說了一句我送你走吧	3
兩個聲音在吵著我聽著他們的吵鬧不想做任何的努力	3
因為我知道並不昰我天真無邪一句唔好離開我你面真的可以陪我到天荒地老	1
好似畀一個固定嘅模式框起身	4
農曆正月初一又叫陰曆年俗稱過年新年	4
而如今卻無奈住隨秋風片片飃落	1
我一直認為戀愛中嘅男女只不過係兩名乘客喺同一架時間列車上有的人相伴住走嘅耐些得而有的人可能只能陪你走有限嘅幾站路	0
痛就留喺心吧我向全世界宣佈我失戀了我和你散咗	1
今朝我早早起身就想炸元宵長期以來我就係做不好炸元宵唔係炸燶就係唔熟	1
我哋或許已經敢於大人不在家緊嘅時候煲煲電話粥了有時候可以出去玩壓壓公園嘅石子兒路	0
新聞晨報1月22日報道	4
到而家我都冇食到屋企店嘅點心因為年嘅秋天外婆就被查出了腸癌無法再照顧我了我都就此結束埋喺外婆身邊嘅生活回到了父母身邊	1
　　首先所謂滿分作文系咪真系無可挑剔可到滿分呀	2
但系嗰個年代高價嘅糧食供應都系有限制嘅而且都系粗糧	1
第二次冬天大冷係1996年12月當時我把餐館關閉休業全家去香港度假	0
我還沒有聽說過有什麼媒體受到了遣責	3
我對前桌說	4
兩年前打畀佢佢話佢又戀愛了 舊年10月打畀佢佢興奮嘅話佢結咗婚 今年3月打畀佢佢話9月中秋節左右佢就會做爸爸了 即刻中秋了很想再次撥起嗰個熟悉嘅號碼問候一聲你仲好麼	0
內心呈現嘅純淨同坦然如一場水鄉嘅邂逅煙雨迷離中緊沁潤住思緒	0
老朱你都男人一回敗了就敗了豪氣一聲我嚟孭飛我走	3
本想口燦蓮花吐一時文字笑千百人生不想12月31日初見面後很快就醉的膽汁相見第二天竟失了聲16年的情感無從表達鬱悶至極回漢中後仍遺憾地猛踢枱腳數下	1
我將自己放逐喺長江嘅岸守住一浪一浪嘅思念	1
他把頭靠在我的右臂講著他最內心的話說著他從來沒有對任何人說的話我感覺很幸福	0
長夜無眠靜聽窗外風聲語輕輕思念無盡牽出疼痛	1
難道非得逼著老師對差生另眼相看再讓學生仇視教師教育和社會嗎	3
每當打風落雨我都會想起我嘅姥姥佢而家已經長眠於地下	1
簡單的說目前為止係幫日本公司把日本嘅軟件開發項目拿到國內做今後係作為中國公司喺日本嘅法人代表去接日本嘅軟件項目	4
後尾我哋仨回房間睡覺亂噏咗一陣搵唔到趣味	1
我哋新年嘅活動計劃未有最終敲定因為早排玩到顧不上了	0
好厭惡噉嘅自己	3
你哋邊度嘅生活而家好嗎啦	0
今年女兒要返學了	4
滿身嘅泥濘和雨水叫我嘅心情不由得嘅糟	3
你睇到畀你埋葬喺廢墟中哭泣嘅幽靈咗呀	1
2009重新快樂出發	0
然而我卻無法把你挽留只能靜靜的看著你走遠	1
新郎系大佢十歲嘅新同事	4
中國用民族嘅嗩吶等樂器嚟演奏喜慶嘅樂曲嚟迎接來自世界各國嘅朋友	0
就充分地發揮利用咗文物嘅價值	0
我興奮到唔得選中一個面相憨厚嘅攤主開始割價	0
慣咗一個人讀月	0
主管安排2樓嘅女人門休息咗就唔安排我哋一樓嘅女士休息連出去玩都唔叫我哋實在系太可惡了	3
真系好意外	2
係我國上網人數以每年數千萬人數上升已達數億僅次於美國	0
就像在一份感情中無論你多麼優秀如何努力卻終究無法打動對方也就是說她不喜歡你她也不願意接受你的喜愛她不適合你形象地說就是你們之間無法通電	1
考口語嘅時候冇見佢哋反映咁快	2
一晃佢哋走咗快二十年了與之相比我仲有乜嘢遺憾	0
斷線嘅雨滴敲落	4
大白兔嬭餹境外銷售嘅國家同地區基本上都已經的架	1
得返一堆乾枯嘅骨架在天地間默默地回憶	1
除此之外或者同空氣中嘅氣味有關	4
但是你哋又係非常幸福非常幸運嘅	0
還是不能逃避睇住醫師無助嘅搖搖頭話畀我哋準備後事啦	1
只是我們能否重視教訓接受教訓改正錯誤手上剌個口子是小事大事是不記教訓	1
對於時下的經濟蕭條次貸危機不僅改變了世界也改變了中國不少經濟學專業人士給出了各種各樣的建議而我在看了多種關於金融危機的描述之後讓人深深地失落是他們的建議大多缺乏綜合的判斷和合理的邏輯	1
系你自己心跳嘅聲	0
青春就象一場演出	1
唔見咗繁花似錦唯剩滿目瘡痍嘅斷井頹垣	1
被訪談嘅係一位做咗一年老竇嘅27歲後生仔	4
我喺領市一單位投咗份簡歷有了結果	4
佢話佢唔識煮飯搵咗個廚師老公佢就只管食了體重一直超標一次傾住先知道佢竟昰八零年代人但做生意好長時間咗	4
付成勵有好多種方法嚟處理呢件事情但係佢最終揀咗最愚蠢嘅一種方式既害咗人都害埋自己	1
他響亮地回答	0
喺花園嘅台階上做瑜珈都唔使放音樂小鳥一群一群嘅飛來	0
說來也巧第二日朝早我哋喺前山上頭鏟地因為嗰度地勢高相對落雨少雨水流到低處存水少滲嘅快比較好鏟一些	0
我卻能分明的聽到那掩飾在軀殼內柔弱如絲的靈魂在空洞地吶喊	1
痛苦悲哀幸福歡樂都隨著河流飃然離去留低嘅只係無盡嘅惆悵和嘆息	1
這樣我可唔可以唔嬲啊	3
曾經想過自己很不幸也因此而悲傷	1
佢就系咁好似我身邊嘅熟悉嘅朋友一樣唔緊唔慢嘅說著話	0
奇了怪了	2
花園裡有個３５０米的跑道我倆一邊遊戲一邊說英語女兒興奮的扭起了屁股一邊扭一邊問你覺得我扭得怎麼樣啊	0
連卡佛打三折我不到一個星期去了兩趟一次係同默默仲有豆豆一次係同文雅	4
多嘅感動都話唔完了	0
才注意到幾乎每一片葉兒綠的黃的真嘅都蒙著淺淡的一層灰	4
範跑跑嘅職責係保護好孩子媒體和評論家嘅職責就係講真話請問你哋做到呀	3
幾個鐘頭以後出嚟見到車窗上有封信上面把時間地點點樣回事佢哋點樣嬲寫咗一遍曬原來我將佢哋嘅車房門堵住了所以佢哋寫咗滿滿一頁紙徜徉如果你下次再這樣泊車我就要叫拖車咗嚟	3
結果就好似佢早上所講嘅凡事有個先來後到呵呵	4
大學入面真係自由冇家長老師理我哋嘅生活了課唔太多時間大把大把嘅	0
女人們別輕易因男人對自己的背叛而交出自己的生命那會傷了你親人們的心的	1
徜徉春風醉人唔係春風嘅錯我將自己嘅記憶弄丟咗都唔係我嘅錯	1
手唔敢伸開彷佛嗰度仲有你嘅溫度	1
 如果他說愛過那麼她會記得那次完美的分手至少他愛過她也不至於那麼難過	1
當然我睇咗佢之冇多睇因為我覺得呢個老人有睡著	4
仔們一個個唔敢講話了也好哼總算靜了	3
就係十一朵玫瑰嘅含義哦	0
平時嘅日子食山珍過年都係食海味 平時嘅日子飲XO過年都係飲人頭馬	4
1983年夏天我從北京大學歷史系畢業	0
而家加元升值與美金係一比一了	4
如果一個人一世能擁有一兩個咁樣嘅朋友此生都就應該無憾埋	0
議論嘅中心系點我嘅錢冇增加咁多呀法	3
最早接觸到呢個有趣嘅名詞係喺舊年10月份	4
啱啱又重新睇咗自己嘅日記終於發現咗一啲嘢	0
陌上花開花又落我再也等不到你回眸嘅深情款款	1
唔知狗公喺遇到母狗時會係點樣嘅情形只係知人嘅兩性之間嘅吸引永遠都係致命而又不顧一切嘅	1
可僅僅一代人嘅時間我哋就恍惚感到大自然並非如此慷慨並非長久地照顧人類得	1
畀同行嘖嘖稱奇嘅系至少佢哋自己感覺呢啲說話都系發自內心嘅	2
唔理係旭日東昇仲係夕陽西下	4
但老竇同母親卻從不坐車佢哋成日喺淩晨5點起身簡單咁食上碗開水泡飯然後兩個人一前一後地挑著加起來有一百多斤重嘅餸菜同柴一步一步地向集鎮上挪去	1
但話曬唔係中國力所能及的	3
女人們背後都好憤怒好鄙視嘅唾棄住佢話一個水性楊芲嘅女人怎配談論愛情	3
中國已經喺全世界展現出越嚟越高嘅地位以及更強大嘅國際化夢想	0
從一滴淚裡我哋睇到咗自己靈魂深處嘅孤獨	1
呢個期間最令我不可思議嘅係只要春天返回北京日本嘅櫻花就會怒放等我再度返回日本嘅時候花瓣開始憔悴咗好似開花開攰了唔想再開咗嘅感覺	2
聽日直飛杭州傍晚正在家收拾行李忽然聽到巨大嘅轟鳴聲好像由頭頂上直接灌下從來冇過嘅聲震由四圍包圍上嚟	2
這時候我才注意到那枯黃的樹葉早已開始凋謝了秋天就要過去了寒冬的腳步越加的近了	1
你睇你睇杜麗嘅面係暗瘡嗎	1
據說安安係自已上去同落嚟嘅都冇俾爸爸抱真係唔錯	0
長江學者特聘教授市長助理中科院海外評審專家政府顧問	4
可能系生活太安逸所以從不在乎一些得失	1
我說奧	2
一個人躺在冰冷的床上跟著心跳的頻率想到了很多 有人有事仲有物	1
佢仲開心嘅唔到得	0
7月喺黑龍江參加研討班時見到王館長	4
曾經有篇文章睇過之後令我有種戚戚然嘅感覺久久不能忘懷	1
佢老母都深知自己嘅容貌醜陋從來都係默默咁忍受只要佢一帶女仔返嚟母親就躲出去直到佢個仔結婚將城裡嘅靚新抱帶返佢仲係往外逃	1
鋼筋水泥嘅冰冷在凜冽地風中搖曳	1
除了央視一些地方台都辦春晚不少單位亦都有自己內部嘅春晚甚至有的人哋都趕時髦搞個家庭春晚樂呵樂呵呢	0
好耐冇噉嘅情致了	0
能夠做到畀心靈中央擁有一潭清澈見底嘅水庫畀思想嘅魚兒暢遊其中	0
張小嫻的離別曲就如一支婉轉的離別之歌悠揚地迴盪在一幕幕離別的場景中環繞著所有離別的憂傷	1
傾瀉旋轉再傾瀉	4
二十多年前嘅農貿市場系看不見冰箱以及冷凍食品嘅	4
問佢電燈喺邊度佢只手會指向電燈	4
感覺呢個故事好笑都係我細個嗰陣未知嘅一個親身經歷講出嚟同大家一起分享一起開心你哋都有自己快樂嘅童年抑或未知嘅某些桎梏創舉桎梏啦	0
你的愛就咁脆弱連環境都經不起考驗呀	1
　　有人話係中西文化嘅差異導致嘅對此我好不以為然唔通我哋嘅傳統美德裡缺少扶貧濟困捨己為人呢樣嘢呀	3
短信聊天的時候我有一點猶豫說話不能和我有貼心的感覺只是如果他能言善辯花言巧語或許也沒戲了再見面時親切的感覺更多他說我們認識三天怎麼和認識三年似的我說那主要要感謝我比較自來熟	0
呢啲令俄羅斯社會活力得到激發民眾的生活水準比之前蘇聯時代有了顯著提高	0
但喺明星賽結束之後搵嚟曬它的錄影睇咗睇	4
一邊說一邊把他們往後拉	3
車叮噹叮噹嘅走能夠清楚嘅數出其間嘅節奏	4
　蠟燭有心還惜別替人垂淚到天明	1
個人嘅失落之後係歷史嘅失落	1
懂事可以透過聽人話睇書睇電視或網絡等管道獲得資訊從這點來說而家嘅青少年同額青年過我哋當初獲得資訊要易得多	0
冇標題冇標點唔分章節段落一書到底	4
自細父母就離婚了係母親一個人將我拉扯大	1
說來也怪天高雲遠應該給人遼闊的感覺可不知為什麼我反而被行駛中的那種開闊感弄得有些荒涼的感受	1
食飯時佢總唔肯掏錢嚟付賬我招來侍者埋單你至少要有爭住埋單嘅架勢而且要義無反顧嗰種	3
佢係小宋嘅仔己經讀五年級了離家有好幾裡路係老竇接送開	4
我常來東京每次對感受都會加深	4
在一個早晨打電話叫佢娘家嘅細佬嚟接佢靜雞雞走咗	4
你隔世嘅傷我今生的痛	1
城堡包括8座主樓同其餘嘅74座建築	4
適應了一種味道味道就不再有味道了	1
或許不是由於廣闊而滿足有時候小小的信任小小的依賴就可以了	0
還是像爸爸一樣35歲嘅年齡	4
我就讓女侍應跪住畀你服務	4
此事未經梁先生證實暫且唔算數	4
因為列車上嘅日本人邊個都冇動窩兒一個個釘字噉企喺原地甚至仲有人攞住書繼續閱讀	2
畀我覺得烏雲密佈嘅天空都有了燦爛嘅希望	0
仲話你唔喺現場不可能理解當時嘅狀況	4
她回答說是這樣的味道啦	4
唔信你打聽打聽越昰高官嘅子弟越昰有錢人就越昰低調越有紳士風度嘛	3
女友在忙亂中終於用一臉的疲倦和日漸粗糙的皮膚換來了今天的房子車子和位子	1
這一生不會再有人如此為我歌唱也不會再有那樣的義無反顧的衝動和激情了	1
沒有想到兩個學生05年中考緊嘅時候竟然一鳴驚人雙雙考進省重點唔講其中一個嘅文化課考試分數仲高居全市第一係狀元呢	2
樓下嘅人走出嚟話我	4
譚雪將一個奢華嘅賽點讓給了對手44平最後一劍過電光石火慢多咗	1
用咗一日嘅時間把自己嘅博客打理咗嚇初初乜都唔知自己一個人喺胡整咗好半日多謝楓葉藍訂你心兩位博友嘅指導而家有所收穫心鬼死咁開心	0
徜徉聽鸝館飯莊糍供應嘅係宮廷口味嘅菜色	4
真是咄咄怪事	3
你知我都需要提醒嚇近年來進入大學嘅新生中來自廣大農村嘅生源比例已較改革開放初期下降了一半	4
企喺愛情嘅身後你會想些什麼	1
 5月14日北京晨報	4
打開QQ群傳出象賢老師去世的消息心情一下子沉重起來	1
表弟都係年齡偏大搵咗一個冇固定工作嘅女仔	1
當初楊帆丟架學校優柔寡斷畏首畏尾以為大事化小小事化咗就可以扶學校聲譽於既倒	1
身後那些淺淺的足跡早已被他人踐踏得支離破碎無影無蹤	1
朋友終於走出了那段低谷但她卻很少與人談及愛情中的傷她說出於尊嚴也好面子也好 該說些什麼呢	1
當時我在教會學校工作總務處主任叫我與他在道路上灑鹽化冰	4
中午睡覺起來帶著女兒去奧林公園玩	4
只系一種衝動一種情感作用下嘅語言表達	3
為汶川地震募捐時緊一位身有殘疾嘅乞丐幾次捐獻出人給予他的施捨錢得一位平凡教師捐出自己嘅一套新居得	0
所謂內部擴張是指那種非表形不可的表達方法	4
即使你清貧如洗你的生活也一樣會充滿幸福和快樂	0
入面有好多擺灘嘅賣乜都有	4
而好難得嘅烏龍令我越考越自信竟然超常規發揮總分達到了重點分數綫成績入咗班級前三名係平時從來冇過嘅	0
那時我不解外公是和藺之人家中一切依舊為何外婆不在時家就不象家了呢	2
我哋仍然後生仲可以激情萬丈	0
好似俺們呢啲外出務工嘅單身嘅返屋企都頂多係畀啲家用都就幾千蚊啦	4
或者今次我喺處理呢件事嘅方式方法上太過衝動咗但佢作為一個已婚男人作為一個丈夫即使系工作再閑都唔可以一日到黑咁上網唔理不顧我的感受甚至仲上到半夜影響到我嘅正常休息	3
你說好的	0
要咗就唔好後悔唔只係消去寂寞更多嘅係收穫	0
我卻無法握住幸福隻手	1
一年一年又一年我哋喺各自嘅世界入面過活	1
隨後門就關閉了	4
走著走著生命的盡頭如此嘅遠	1
只為咗滿足下女仔們嘅白馬王子YY夢	3
這時候班長他們又攆著我回辦公室了回去再看吧看的時候可千萬別哭	1
而家嘅我為咗生存飄零在外想起父親試過嘅叮哧心中淒涼之感油然而生	1
車打咗幾次回輪兒順利咁停入咗泊位	0
這樣說係為咗令對方搵到一種孑父徜徉是嘅感覺比較易被受落	0
回頭一想一切都屬正常	4
當官好當官妙 當大官更好嘅當大官更妙	3
2008年5月12日1428分大地母親一次不經易的抖動使全世界華人的目光定格在中國四川	4
她的失蹤佢卻無動於衷把痛演變成咗舞臺上嘅精彩努力住付出住	1
但最近卻越來越發現自己嘅胃口已經畀先生日漸精進嘅廚藝畀寵壞咗	0
然而一旦解釋起來卻發現任何人解釋都係噉嘅蒼白無力甚至仲會越抹越黑	4
還告訴我這兩個月都是靠營養液維持的	4
飯後收拾中午休息安頓好	4
我對佢冇嗰種感覺	4
彷彿三生石嘅傳說你原本就只係我生命嘅過客	1
畢業就像一個大大的句號從此我們告別了一段純真的青春一段年少輕狂的歲月一個充滿幻想的時代	1
　　待雨停時行到露天嘅露臺上深深咁吸一口氣股清新嘅塵土香氣面迎面而來	0
我的內心深處從來就沒有真正嘅忘記過	1
要樹立信心勇敢地面對生活將求職作為青年人跨進社會嘅第一次考驗	0
全世界都係知鄭欣宜係鄭少秋嘅親生女媒體咁問顯然係喺羞辱鄭欣宜	3
有時候睇佢一個人坐喺大梳化嘅中間捧本書你教佢不應睇得開心咗笑得哈哈嘅	4
噉 樣 做 有 乜嘢 好處 呢 	2
大街上各鞭炮專賣點都有好多人生意好好	0
日曆已經翻過將近四十年了數十年間季節的風霜雨雪糅進生活的酸甜苦辣匯聚成深深淺淺的皺紋蜷刻在我們的眼角眉梢	1
幸福簡單碎片如記憶中嘅江南四月花開草長鶯飛然後無數蝴蝶翩翩起舞青青河邊草靜靜等天荒地老舉目四望櫻花傷逝日落大街	1
其中嘅歷史原因複雜時局動盪才導致我哋嘅國寶們背井離鄉令人痛惜	1
可我有了博客用圖片和文字記下今日司機大姐嘅妙語同百多年前嘅江永女書我感覺2009年2月26日好有意思這	0
俯拾皆是的有殘留片斷供你一遍遍重溫惦記	4
基於呢個系自己揀嘅所以冇鮮花並不昰好失落因為事情喺自己掌控中時有種踏實嘅感覺	0
徜徉孩子們熱情地舉起了小手	0
對於她的行為佢哋都驚獃曬佢竟然要離婚離開呢個屋企	2
但係佢想肯定好多人屋企收藏咗好多美鈔因為以前美元最高時兌換十元左右最近二年都一直喺七八蚊左右	4
今日系元宵節唔打算外出食飯喇琴晚嘅大餐就算系提前慶祝啦	0
嗰時嘅佢睇嚟唔錯形彩奕奕嘅	0
呢種篩選舉薦制度如果唔改善嘅話新浪永遠都係盛產聲犬色馬作品嘅溫床	3
收到聽日係情人節都知道聽日嘅節日唔關我事	1
猩猩今日都起得好遲兩個人都醒住嘅時候佢沖著天花板發呆都唔肯睇我一眼同我講一句說話	1
我上嘅一門課係精品課幾乎次次都喺檢查之列	4
一對白髮嘅老人走進我的視線	4
他笑笑說返去煮飯食食完飯就要10點多咗	0
第一天我哋半夜先到COLUMBO於是就喺亞洲最老嘅酒店住曬的呢個地方叫GALLE FACE HOTEL1864年建立嘅其建築好靚但係間房同服務實在太一般了	3
你錯了可是你不知道卻在心裡埋怨我的無情	1
佢涉獵廣交際雜成日忙住幫呢個做嗰個	0
工作系輕活放工後都好合理咁安排自己嘅生活	0
佢係離開咗可煙昧卻是陪伴住再也散不開	1
我哋唔敢肯定中國嘅政府部門系咪都安裝咗微軟嘅系統但可以肯定嘅系肯定有相當一部分甚至系絕大部分政府部門嘅電腦安裝了微軟系統	4
佢做到了L隔離她的對面	4
因此我嘅成績總是令人滿意嘅	0
當系打咗點滴就讓我們回家了	4
燕子南飛了我仲喺原地	4
時間在不知不覺中流走轉眼就要分手一周年	1
咱高中時候唔系未幹過	3
我哋後生嘅時候埋沒人才家常便飯	1
其實我係孤獨嘅	1
哎我的父親啊 父親回家我好開心	0
一兩天後那小竹管就開始滴柿子水滴滿了加進曲在反覆過濾就製成了柿子醋	4
有事去市區坐巴士	4
四年嘅感情我系不舍嘅儘管並不昰好快樂但好多嘢已成一種習慣	1
從楊教授嘮嘮叨叨語義含混的說明中可以嗅到一絲學校有點新仇舊恨湧向心頭的意思	3
天使說幸福會到我身邊嘅	0
紫薇為花葉喬木又名無皮樹滿堂紅百日紅	4
